0.000000000000000000e+00,0.000000000000000000e+00,2.641161886903906850e+43,1.692833085351219368e+44,1.954579306911591909e+44,2.166880301310984679e+44,2.530074804969590741e+44,3.163706113273961587e+44,4.084763574470823887e+44,5.326223744916544950e+44,7.007626737269231276e+44,9.198572542418732077e+44,1.227725144712972085e+45,1.621293345509118658e+45,2.099071038592773551e+45,2.722063727571473809e+45,3.483595599542786630e+45,4.372010800041076316e+45,5.404541586083844536e+45,6.793686203659420981e+45,8.042759137154600509e+45,9.075442536022485561e+45,1.039776927817734514e+46,1.093347428963843519e+46,1.402546402384970374e+46,1.193294486852804844e+46
0.000000000000000000e+00,0.000000000000000000e+00,3.610132023575833214e+43,8.400380696528469002e+43,9.553949932536601892e+43,1.066247434526826744e+44,1.266762216242482890e+44,1.583239185340060813e+44,2.043196874104751864e+44,2.670808046050054150e+44,3.500788921209832860e+44,4.591230057707195961e+44,6.148575442598196054e+44,8.154755807955561185e+44,1.043439063264840744e+45,1.369139338881828658e+45,1.737449297325529390e+45,2.199027126265280943e+45,2.718367839511169737e+45,3.417077617704168654e+45,4.045334360211264810e+45,4.564751834416263100e+45,5.229853662562985169e+45,5.499301727940162527e+45,7.054505868698569771e+45,6.002013870110915280e+45
5.282807701088832489e+43,5.955458889512218567e+43,7.782148671278072927e+43,1.067900933129477297e+44,1.514005011040356887e+44,2.100237608636761438e+44,2.941627925957642607e+44,4.068454245662450413e+44,5.544977944331738735e+44,7.558337837268855222e+44,1.040187306048680661e+45,1.417524100844670220e+45,1.888142148178191876e+45,2.499253447249755308e+45,3.324653105858421156e+45,4.384001299573438055e+45,5.554762232426335629e+45,7.090552328574523830e+45,8.765116711908539479e+45,1.101803946378845483e+46,1.304379315064358491e+46,1.471860504233748347e+46,1.686316217852625626e+46,1.773197165548565109e+46,2.274657843770911886e+46,1.935291880420286321e+46
0.000000000000000000e+00,0.000000000000000000e+00,4.273911761190714582e+43,1.539862424234890791e+44,1.762247044470866991e+44,1.960399215335888578e+44,2.306505683003978870e+44,2.883446408716329232e+44,3.732336271569964222e+44,4.866685111934429222e+44,6.381314014630078250e+44,8.340527816168152469e+44,1.121798852146378499e+45,1.481410576151307402e+45,1.906750145840374049e+45,2.487208133032796054e+45,3.183036172011361026e+45,3.994800235360716079e+45,4.938245806689605665e+45,6.207537100569493957e+45,7.348841886152905736e+45,8.292426903100204667e+45,9.500665268095635715e+45,9.990150450942985712e+45,1.281536792703980735e+46,1.090338820043500633e+46
1.811456867514348365e+43,2.548169287457332393e+43,3.684648615114979183e+43,5.358997783477677981e+43,7.939898203964986998e+43,1.161406592546307872e+44,1.641552154109103446e+44,2.331523363835094683e+44,3.185072737921125983e+44,4.381609360343549862e+44,6.046019816975648571e+44,8.261996361432653350e+44,1.108909911495476593e+45,1.459159665848179202e+45,1.961491732884481607e+45,2.586490088519423023e+45,3.277220164065798970e+45,4.183311561009519491e+45,5.171277550094078515e+45,6.500465652411541868e+45,7.695627668750880024e+45,8.683739683777476607e+45,9.948993819891803250e+45,1.046157740447829886e+46,1.342011456123171708e+46,1.141791008954817463e+46
0.000000000000000000e+00,0.000000000000000000e+00,5.892389844170163506e+43,7.798403486201567140e+43,8.724224799614025287e+43,9.671723571510190982e+43,1.165339130230278898e+44,1.477104521179769915e+44,1.934137776613003902e+44,2.517563825807312616e+44,3.293976436183008646e+44,4.344091366775925978e+44,5.834823230358223207e+44,7.767572999716541812e+44,9.988419782660238196e+44,1.301520128846399336e+45,1.663189882739768491e+45,2.105039654339605200e+45,2.602183496922530630e+45,3.271030084762966844e+45,3.872434833384572640e+45,4.369652156126474905e+45,5.006327213791824408e+45,5.264258939885331404e+45,6.752992911280038456e+45,5.745484924480023514e+45
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.009305958733685795e+44,1.221168535279445699e+44,1.365886535553001911e+44,1.546247605668891170e+44,1.928894133144328372e+44,2.421660600880610148e+44,3.144059451996972450e+44,4.100603323276364077e+44,5.467246688683735935e+44,7.159921385420136707e+44,9.595579214854662767e+44,1.245625176990225870e+45,1.587469506464488500e+45,2.048656383108480010e+45,2.549695569835399472e+45,3.151853087576933171e+45,3.961982805751429686e+45,4.690424676229894767e+45,5.292671195637227305e+45,6.063833663103099493e+45,6.376249335646300817e+45,8.179454516937469464e+45,6.959126602818587981e+45
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.105154901297918036e+44,3.983265408285430808e+44,4.660129529632536403e+44,5.408939367595903102e+44,6.864869888838193961e+44,8.862517987479595847e+44,1.139839292738543445e+45,1.473112350353169080e+45,1.928320543168626661e+45,2.467095361750913553e+45,3.209658252080738029e+45,4.125211928263012938e+45,5.207758662169345122e+45,6.489003736699166970e+45,7.847135385481150750e+45,9.491847483583482504e+45,1.080036544612918894e+46,1.201007829724374655e+46,1.262885132054758724e+46,1.620029417609253654e+46,1.378330277903964244e+46
1.991700288022480020e+42,3.008101100914908787e+42,4.556176445995167070e+42,6.949426126353538262e+42,1.066255281948843935e+43,1.565912997921791490e+43,2.255444821846471946e+43,3.183518044709038021e+43,4.436043422101575317e+43,6.123289250438576613e+43,8.449299129286790451e+43,1.154612137836872790e+44,1.549699113348764350e+44,2.028439873130082139e+44,2.741180295875109686e+44,3.614614095619675642e+44,4.579907826463843683e+44,5.846168520773054079e+44,7.226848773904079269e+44,9.084386164707263459e+44,1.075462240105886948e+45,1.213550672511626400e+45,1.390369654159372390e+45,1.462003095101347818e+45,1.875457998976002799e+45,1.595650373275692285e+45
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.033758735082974638e+44,2.735512011931917185e+44,3.133125460772132776e+44,3.456055435315726714e+44,4.236535818877846811e+44,5.372519407503959505e+44,6.913374795432617402e+44,9.036156145698727859e+44,1.185274744544283018e+45,1.559756708209015763e+45,2.072487552272541361e+45,2.690345852299469456e+45,3.452483706034481254e+45,4.461634412531385522e+45,5.564287563533598816e+45,6.807485139076002783e+45,8.557232308109337271e+45,1.013054713915532484e+46,1.143130073299668157e+46,1.309688503887019194e+46,1.377165159332507727e+46,1.766627870101854249e+46,1.503057078274421828e+46
